,customer,state,customer lifetime value,response,coverage,education,effective to date,employmentstatus,gender,income,location code,marital status,monthly premium auto,months since last claim,months since policy inception,number of open complaints,number of policies,policy type,policy,renew offer type,sales channel,total claim amount,vehicle class,vehicle size,vehicle type
142,OW33876,Washington,2476,No,Basic,College,2/14/11,Employed,F,47918,Urban,Married,62,2,51,0,1,Corporate Auto,Corporate L3,Offer2,Call Center,246,Two-Door Car,Medsize,A
143,TP41703,Washington,7250,No,Basic,Bachelor,2/1/11,Unemployed,M,0,Suburban,Single,69,17,10,0,2,Personal Auto,Personal L3,Offer4,Call Center,496,Two-Door Car,Medsize,A
144,MQ73697,Nevada,3776,No,Extended,College,2/21/11,Employed,F,68727,Urban,Married,94,19,76,0,1,Corporate Auto,Corporate L3,Offer4,Call Center,386,Two-Door Car,Large,A
145,PR74833,Oregon,5553,No,Extended,Bachelor,2/4/11,Unemployed,M,0,Suburban,Single,89,1,84,1,4,Personal Auto,Personal L3,Offer1,Agent,640,Two-Door Car,Medsize,A
146,RN71166,Oregon,5174,No,Basic,High School or Below,1/26/11,Employed,F,88081,Rural,Married,64,35,94,0,5,Personal Auto,Personal L3,Offer1,Branch,82,Four-Door Car,Medsize,A
147,XY66810,California,15122,No,Basic,Bachelor,2/9/11,Unemployed,F,0,Suburban,Single,72,35,86,0,2,Personal Auto,Personal L3,Offer2,Agent,518,Two-Door Car,Medsize,A
148,FP67680,California,4772,No,Extended,High School or Below,1/20/11,Medical Leave,M,15323,Suburban,Married,128,30,61,0,1,Personal Auto,Personal L3,Offer1,Agent,614,SUV,Medsize,A
149,XO75323,California,3966,No,Basic,College,2/18/11,Employed,M,72439,Suburban,Married,100,5,22,1,1,Personal Auto,Personal L2,Offer2,Web,480,SUV,Medsize,A
150,VI78454,Arizona,2750,No,Basic,College,1/22/11,Employed,M,51789,Suburban,Divorced,70,8,34,0,1,Personal Auto,Personal L2,Offer4,Call Center,336,Four-Door Car,Large,A
151,XS74432,California,8663,No,Basic,High School or Below,2/22/11,Employed,F,29218,Suburban,Married,72,33,40,0,2,Personal Auto,Personal L1,Offer3,Agent,502,Four-Door Car,Medsize,A
152,QA49556,Washington,5200,No,Basic,Master,1/31/11,Employed,M,23401,Suburban,Single,66,17,34,0,3,Personal Auto,Personal L2,Offer4,Web,316,Four-Door Car,Medsize,A
153,QH87479,Oregon,27528,No,Extended,High School or Below,1/6/11,Employed,F,54586,Rural,Married,76,1,91,0,2,Personal Auto,Personal L2,Offer3,Branch,122,Two-Door Car,Large,A
154,TQ13499,Arizona,4731,No,Premium,College,1/2/11,Employed,M,69833,Suburban,Married,118,32,99,0,1,Personal Auto,Personal L3,Offer1,Agent,828,Four-Door Car,Small,A
155,LK39646,Washington,8018,No,Basic,Bachelor,2/28/11,Employed,F,58843,Urban,Single,68,1,96,0,2,Corporate Auto,Corporate L1,Offer3,Call Center,200,Two-Door Car,Large,A
156,GB32334,California,5379,No,Basic,College,2/10/11,Employed,F,24702,Urban,Married,68,13,63,0,8,Personal Auto,Personal L3,Offer2,Web,214,Four-Door Car,Large,A
157,QH48047,Oregon,11790,Yes,Basic,College,1/3/11,Retired,M,25251,Suburban,Divorced,66,13,43,0,2,Personal Auto,Personal L2,Offer2,Web,316,Four-Door Car,Medsize,A
158,LY83340,Oregon,7851,No,Basic,High School or Below,1/5/11,Employed,F,48943,Rural,Married,65,17,50,0,2,Corporate Auto,Corporate L3,Offer1,Web,105,Two-Door Car,Medsize,A
159,PN47493,Oregon,2680,No,Basic,College,2/11/11,Employed,F,41968,Urban,Married,67,11,96,0,1,Corporate Auto,Corporate L3,Offer1,Agent,183,Four-Door Car,Medsize,A
160,DA57177,Oregon,4282,Yes,Basic,College,2/26/11,Employed,F,40864,Rural,Married,109,16,70,1,1,Personal Auto,Personal L2,Offer1,Agent,166,SUV,Medsize,A
161,VW13019,Nevada,4904,Yes,Extended,College,2/14/11,Retired,F,12902,Suburban,Divorced,139,3,51,0,1,Corporate Auto,Corporate L2,Offer1,Agent,667,Sports Car,Medsize,A
162,DQ58142,Arizona,8561,No,Basic,High School or Below,1/8/11,Employed,M,37759,Suburban,Married,108,9,51,0,5,Corporate Auto,Corporate L3,Offer4,Web,518,SUV,Medsize,A
163,UF36172,Oregon,6900,No,Extended,High School or Below,2/22/11,Unemployed,F,0,Urban,Married,92,27,50,0,7,Personal Auto,Personal L3,Offer2,Branch,428,Two-Door Car,Medsize,A
164,IB60476,California,4064,No,Basic,Master,1/25/11,Unemployed,M,0,Suburban,Married,107,31,41,0,1,Personal Auto,Personal L3,Offer4,Branch,513,Sports Car,Medsize,A
165,AM52614,Oregon,4477,No,Basic,Bachelor,1/4/11,Employed,F,41402,Suburban,Divorced,119,26,26,4,1,Personal Auto,Personal L2,Offer2,Branch,571,Sports Car,Medsize,A
166,IS58553,Oregon,15173,No,Extended,High School or Below,2/26/11,Employed,F,22448,Suburban,Married,126,20,32,0,2,Personal Auto,Personal L3,Offer1,Branch,604,SUV,Medsize,A
167,GW43195,Oregon,25807,Yes,Extended,College,2/13/11,Employed,F,71210,Suburban,Married,214,8,89,1,2,Personal Auto,Personal L2,Offer1,Branch,1027,Luxury Car,Small,A
168,PY10605,Arizona,4633,No,Basic,Bachelor,1/23/11,Unemployed,M,0,Suburban,Single,70,0,86,0,3,Personal Auto,Personal L2,Offer1,Agent,336,Two-Door Car,Medsize,A
169,LZ34046,Oregon,23594,Yes,Basic,Bachelor,1/31/11,Employed,M,76358,Rural,Married,66,25,3,0,2,Personal Auto,Personal L1,Offer3,Agent,86,Four-Door Car,Medsize,A
170,VU99672,California,3548,No,Extended,College,2/4/11,Unemployed,M,0,Urban,Married,96,10,77,0,1,Corporate Auto,Corporate L2,Offer1,Branch,446,Four-Door Car,Large,A
171,IP94270,Arizona,13736,Yes,Premium,Master,2/13/11,Disabled,F,16181,Suburban,Divorced,181,22,79,0,8,Personal Auto,Personal L2,Offer1,Web,1261,SUV,Medsize,A
172,JP10227,California,12280,Yes,Premium,College,1/1/11,Employed,M,88340,Suburban,Married,102,16,1,0,2,Corporate Auto,Corporate L2,Offer1,Branch,489,Two-Door Car,Medsize,A
173,BP49831,Washington,2926,No,Extended,Bachelor,1/16/11,Employed,F,23656,Suburban,Single,80,11,1,3,1,Corporate Auto,Corporate L3,Offer2,Branch,384,Four-Door Car,Medsize,A
174,HD95496,Oregon,7851,No,Basic,Master,2/3/11,Employed,M,25950,Urban,Married,66,27,1,0,2,Personal Auto,Personal L1,Offer4,Agent,271,Two-Door Car,Medsize,A
175,FF65294,Oregon,10348,No,Extended,High School or Below,1/23/11,Employed,M,34244,Suburban,Married,87,14,34,2,2,Personal Auto,Personal L3,Offer1,Branch,417,Four-Door Car,Medsize,A
176,XQ12791,California,3401,No,Extended,High School or Below,1/21/11,Employed,M,41972,Suburban,Divorced,86,20,23,0,1,Personal Auto,Personal L3,Offer2,Branch,691,Four-Door Car,Medsize,A
177,DB75522,California,6988,No,Extended,College,2/26/11,Employed,F,22436,Suburban,Married,89,24,21,0,3,Special Auto,Special L2,Offer2,Branch,427,Four-Door Car,Small,A
178,GB70736,Oregon,5510,No,Basic,College,1/21/11,Employed,F,99553,Rural,Married,68,14,85,0,6,Corporate Auto,Corporate L3,Offer4,Web,111,Four-Door Car,Medsize,A
179,LP59331,Arizona,5282,No,Basic,College,2/26/11,Employed,M,38606,Suburban,Single,68,16,99,0,3,Personal Auto,Personal L3,Offer1,Branch,413,Four-Door Car,Medsize,A
180,FM54600,Washington,18853,No,Premium,High School or Below,1/14/11,Unemployed,F,0,Suburban,Single,173,24,21,0,2,Corporate Auto,Corporate L2,Offer2,Branch,1245,SUV,Medsize,A
181,FS42690,Washington,3781,No,Extended,College,2/1/11,Employed,M,57647,Suburban,Married,94,3,99,0,1,Personal Auto,Personal L3,Offer1,Branch,451,Two-Door Car,Medsize,A
182,UU70820,Arizona,5867,No,Basic,College,2/22/11,Employed,F,27880,Urban,Married,74,4,9,0,5,Personal Auto,Personal L3,Offer2,Call Center,199,Four-Door Car,Large,A
183,ZU73588,California,5989,Yes,Premium,College,1/19/11,Employed,M,66839,Suburban,Single,154,33,24,0,1,Personal Auto,Personal L3,Offer2,Branch,739,Sports Car,Medsize,A
184,BC35753,Arizona,2671,No,Basic,College,1/18/11,Employed,F,45525,Suburban,Married,66,1,41,0,1,Personal Auto,Personal L2,Offer4,Agent,316,Two-Door Car,Small,A
185,CO12132,California,8879,Yes,Basic,High School or Below,2/3/11,Employed,F,52583,Urban,Single,113,12,59,0,7,Personal Auto,Personal L3,Offer1,Agent,528,SUV,Small,A
186,ZW84453,Arizona,5116,No,Basic,Bachelor,1/8/11,Unemployed,F,0,Rural,Married,70,1,11,0,5,Personal Auto,Personal L2,Offer1,Web,131,Four-Door Car,Medsize,A
187,HP42153,Washington,2351,No,Basic,High School or Below,1/29/11,Medical Leave,F,12928,Suburban,Single,64,12,74,0,1,Personal Auto,Personal L3,Offer1,Agent,307,Four-Door Car,Medsize,A
188,HD32044,Oregon,8288,No,Premium,Master,1/25/11,Employed,F,33816,Suburban,Divorced,106,10,97,2,3,Corporate Auto,Corporate L3,Offer1,Branch,508,Four-Door Car,Medsize,A
189,YO49328,Arizona,12296,No,Basic,High School or Below,1/6/11,Employed,M,55193,Suburban,Married,105,8,22,1,2,Personal Auto,Personal L2,Offer3,Branch,504,SUV,Medsize,A
190,XV11038,California,9223,No,Extended,College,2/25/11,Medical Leave,F,18814,Suburban,Single,122,20,94,0,3,Personal Auto,Personal L2,Offer2,Branch,585,Sports Car,Medsize,A
191,GE62437,Arizona,12902,No,Premium,College,2/2/11,Employed,F,86584,Suburban,Single,111,33,54,2,2,Personal Auto,Personal L3,Offer1,Call Center,532,Four-Door Car,Large,A
192,QV55524,Washington,7503,No,Extended,College,2/6/11,Employed,M,52464,Suburban,Married,95,9,15,0,3,Personal Auto,Personal L2,Offer4,Agent,515,Four-Door Car,Medsize,A
193,XS76166,Oregon,3245,No,Extended,College,1/17/11,Employed,F,35592,Suburban,Married,82,34,38,0,1,Personal Auto,Personal L3,Offer4,Call Center,496,Two-Door Car,Small,A
194,BY84257,Arizona,2379,No,Basic,College,2/10/11,Unemployed,M,0,Suburban,Single,71,28,15,0,1,Special Auto,Special L1,Offer4,Branch,747,Four-Door Car,Medsize,A
195,PT45842,Arizona,4642,No,Basic,College,2/11/11,Unemployed,M,0,Suburban,Single,64,10,15,0,5,Personal Auto,Personal L3,Offer1,Web,770,Two-Door Car,Small,A
196,AP23850,Washington,17771,No,Premium,High School or Below,1/23/11,Unemployed,F,0,Suburban,Married,114,30,1,0,2,Personal Auto,Personal L2,Offer3,Branch,547,Two-Door Car,Medsize,A
197,WD87578,Nevada,7821,No,Premium,High School or Below,2/8/11,Unemployed,F,0,Suburban,Single,109,31,74,0,3,Personal Auto,Personal L2,Offer2,Call Center,784,Four-Door Car,Medsize,A
198,HX36471,California,6788,No,Extended,High School or Below,1/13/11,Unemployed,F,0,Suburban,Single,93,2,70,0,9,Personal Auto,Personal L3,Offer2,Branch,855,Two-Door Car,Medsize,A
199,HY46017,California,2776,No,Basic,College,2/26/11,Employed,F,70793,Rural,Married,69,32,1,0,1,Personal Auto,Personal L3,Offer2,Web,62,Four-Door Car,Large,A
200,FA57012,California,6141,No,Basic,College,2/17/11,Unemployed,M,0,Suburban,Single,182,24,45,0,1,Special Auto,Special L2,Offer3,Branch,1310,Luxury Car,Small,A
201,AC13887,California,4628,No,Basic,Bachelor,1/9/11,Unemployed,M,0,Suburban,Single,67,25,21,0,4,Corporate Auto,Corporate L1,Offer1,Branch,482,Two-Door Car,Medsize,A
202,NW14895,Arizona,12883,No,Basic,Bachelor,1/2/11,Employed,M,77469,Suburban,Divorced,109,2,98,1,2,Personal Auto,Personal L2,Offer1,Agent,757,SUV,Small,A
203,CI30899,California,4737,No,Basic,College,1/13/11,Unemployed,F,0,Suburban,Single,68,2,26,0,3,Personal Auto,Personal L3,Offer1,Branch,326,Two-Door Car,Small,A
204,XO78284,Arizona,3887,No,Extended,Master,1/20/11,Employed,M,96335,Rural,Single,97,7,43,0,1,Personal Auto,Personal L3,Offer1,Branch,161,Four-Door Car,Small,A
205,LX24476,Oregon,3619,No,Extended,Bachelor,1/24/11,Unemployed,F,0,Urban,Married,98,27,47,0,1,Personal Auto,Personal L3,Offer2,Web,310,Four-Door Car,Medsize,A
206,EO42272,California,10148,No,Basic,Bachelor,1/11/11,Employed,F,44856,Suburban,Divorced,66,24,71,1,2,Corporate Auto,Corporate L3,Offer4,Branch,316,Four-Door Car,Small,A
207,KA62636,Oregon,4928,No,Basic,High School or Below,1/26/11,Employed,M,97917,Urban,Single,67,14,32,5,3,Personal Auto,Personal L2,Offer4,Agent,279,Two-Door Car,Medsize,A
208,WA94988,California,19327,No,Extended,Bachelor,2/3/11,Employed,F,57245,Suburban,Single,124,25,15,0,2,Corporate Auto,Corporate L3,Offer2,Call Center,681,Sports Car,Small,A
209,YP40334,Oregon,5308,No,Premium,Doctor,1/17/11,Unemployed,F,0,Rural,Single,145,29,70,0,1,Personal Auto,Personal L2,Offer2,Web,358,SUV,Medsize,A
210,MW57614,Arizona,2359,Yes,Basic,Bachelor,1/11/11,Disabled,F,19864,Suburban,Divorced,63,22,96,0,1,Personal Auto,Personal L2,Offer1,Web,352,Four-Door Car,Medsize,A
211,LB25094,California,2530,Yes,Basic,Bachelor,1/21/11,Employed,F,89451,Rural,Single,63,11,2,0,1,Special Auto,Special L2,Offer2,Web,61,Four-Door Car,Medsize,A
212,LZ98947,Nevada,24238,No,Basic,Bachelor,1/31/11,Unemployed,F,0,Suburban,Single,109,19,49,2,2,Personal Auto,Personal L1,Offer1,Branch,784,SUV,Medsize,A
213,HF75276,Nevada,3052,No,Extended,High School or Below,1/12/11,Unemployed,F,0,Suburban,Divorced,93,15,31,3,1,Personal Auto,Personal L3,Offer1,Branch,446,Four-Door Car,Large,A
214,QB26845,Oregon,11578,No,Basic,Bachelor,1/13/11,Unemployed,M,0,Suburban,Single,115,21,46,0,2,Personal Auto,Personal L3,Offer1,Agent,1163,SUV,Medsize,A
215,OB52091,Washington,8112,No,Basic,Bachelor,2/9/11,Employed,M,87403,Suburban,Divorced,68,1,63,0,2,Personal Auto,Personal L1,Offer1,Agent,456,Four-Door Car,Medsize,A
216,TU27563,Oregon,3647,No,Extended,Bachelor,1/10/11,Employed,F,20694,Suburban,Married,94,29,89,1,1,Personal Auto,Personal L2,Offer2,Branch,451,Two-Door Car,Medsize,A
217,GD89605,Oregon,5384,No,Basic,Master,2/12/11,Employed,F,59364,Suburban,Married,67,25,56,0,5,Corporate Auto,Corporate L1,Offer4,Agent,321,Four-Door Car,Small,A
218,NP91656,California,4911,No,Basic,Bachelor,1/9/11,Unemployed,F,0,Suburban,Single,69,26,33,0,9,Personal Auto,Personal L2,Offer4,Agent,496,Four-Door Car,Medsize,A
219,KN34250,Oregon,10208,Yes,Extended,College,2/14/11,Employed,F,35482,Suburban,Married,129,21,59,0,3,Corporate Auto,Corporate L2,Offer1,Branch,619,SUV,Medsize,A
220,SI60881,Oregon,9217,No,Basic,Bachelor,1/12/11,Employed,F,26351,Suburban,Divorced,119,14,87,0,7,Personal Auto,Personal L2,Offer3,Branch,571,SUV,Medsize,A
221,XD19934,Oregon,10506,No,Extended,High School or Below,2/25/11,Employed,M,61650,Rural,Single,88,8,2,0,2,Personal Auto,Personal L3,Offer2,Web,117,Four-Door Car,Medsize,A
222,QW21716,Nevada,4923,No,Basic,Bachelor,1/30/11,Employed,M,31093,Suburban,Married,63,3,78,0,3,Personal Auto,Personal L2,Offer2,Branch,302,Four-Door Car,Medsize,A
223,LC20778,Nevada,18745,No,Extended,Master,2/27/11,Medical Leave,F,27229,Suburban,Single,99,20,9,0,2,Personal Auto,Personal L2,Offer3,Agent,475,Four-Door Car,Small,A
224,FK37308,Oregon,2703,No,Basic,Doctor,2/24/11,Unemployed,F,0,Rural,Married,72,19,48,0,1,Corporate Auto,Corporate L3,Offer3,Call Center,41,Two-Door Car,Medsize,A
225,TU25694,Oregon,2458,No,Basic,High School or Below,1/6/11,Unemployed,M,0,Suburban,Single,70,20,44,0,1,Personal Auto,Personal L3,Offer1,Call Center,504,Four-Door Car,Medsize,A
226,MP85571,Arizona,5558,No,Premium,Bachelor,2/20/11,Unemployed,F,0,Suburban,Single,188,5,61,4,1,Personal Auto,Personal L2,Offer3,Agent,2156,SUV,Medsize,A
227,LS46182,Nevada,2678,No,Extended,Bachelor,2/11/11,Unemployed,M,0,Suburban,Single,83,3,85,1,1,Personal Auto,Personal L2,Offer1,Branch,398,Four-Door Car,Medsize,A
228,FS76657,Oregon,5471,No,Basic,College,2/6/11,Employed,F,53526,Urban,Married,68,27,69,0,4,Personal Auto,Personal L3,Offer1,Agent,278,Four-Door Car,Medsize,A
229,NW21079,Washington,4879,No,Basic,Master,1/14/11,Employed,F,67163,Rural,Married,61,17,41,2,5,Personal Auto,Personal L1,Offer1,Call Center,33,Two-Door Car,Small,A
230,CK36026,Arizona,3440,No,Extended,Bachelor,2/5/11,Medical Leave,F,23870,Suburban,Married,91,4,92,0,1,Personal Auto,Personal L3,Offer2,Web,500,Two-Door Car,Medsize,A
231,FJ28407,California,5619,Yes,Premium,High School or Below,1/26/11,Unemployed,M,0,Suburban,Married,153,25,5,0,1,Personal Auto,Personal L1,Offer2,Web,1027,SUV,Medsize,A
232,NJ43658,California,22721,No,Basic,Master,1/11/11,Disabled,M,21724,Suburban,Married,198,4,51,0,2,Corporate Auto,Corporate L1,Offer1,Agent,1505,Luxury SUV,Large,A
233,VZ59523,Arizona,5704,No,Basic,Doctor,1/21/11,Employed,M,50695,Rural,Married,71,31,30,0,5,Personal Auto,Personal L3,Offer1,Call Center,110,Two-Door Car,Large,A
234,DM59806,California,3571,No,Extended,Doctor,2/13/11,Employed,F,73853,Suburban,Single,89,7,35,0,1,Personal Auto,Personal L3,Offer2,Agent,427,Four-Door Car,Small,A
235,IM41800,Nevada,8268,No,Basic,College,2/2/11,Employed,M,95419,Suburban,Married,70,6,61,3,2,Personal Auto,Personal L3,Offer3,Web,336,Four-Door Car,Medsize,A
236,BC77846,Nevada,6325,No,Extended,High School or Below,2/28/11,Unemployed,M,0,Suburban,Married,89,4,86,0,7,Personal Auto,Personal L2,Offer3,Agent,614,Two-Door Car,Medsize,A
237,BT57285,California,4563,No,Extended,High School or Below,2/13/11,Unemployed,M,0,Suburban,Married,124,32,39,0,1,Personal Auto,Personal L1,Offer1,Agent,595,SUV,Medsize,A
238,LE41874,Nevada,5140,No,Extended,High School or Below,1/8/11,Unemployed,F,0,Suburban,Married,138,22,18,0,1,Corporate Auto,Corporate L3,Offer1,Agent,900,SUV,Small,A
239,DQ79499,Oregon,10541,No,Extended,Doctor,2/11/11,Employed,F,59965,Suburban,Married,131,7,54,0,7,Personal Auto,Personal L2,Offer1,Branch,905,SUV,Medsize,A
240,GE20220,Oregon,7606,No,Extended,Bachelor,2/25/11,Employed,F,47778,Rural,Married,96,2,81,0,7,Personal Auto,Personal L3,Offer2,Call Center,173,Four-Door Car,Medsize,A
241,UQ85283,California,30763,No,Basic,Bachelor,1/6/11,Employed,M,41279,Rural,Single,115,1,30,0,2,Personal Auto,Personal L3,Offer3,Agent,251,Sports Car,Medsize,A
242,VS20668,Nevada,2726,No,Basic,Bachelor,1/16/11,Unemployed,F,0,Suburban,Single,73,8,63,0,1,Personal Auto,Personal L3,Offer4,Branch,376,Four-Door Car,Medsize,A
243,EO17010,California,4751,No,Basic,Master,2/12/11,Employed,M,30887,Urban,Married,119,15,18,0,1,Personal Auto,Personal L3,Offer3,Agent,444,SUV,Large,A
244,NF82527,Arizona,2631,No,Basic,Bachelor,1/8/11,Unemployed,M,0,Suburban,Married,71,11,68,0,1,Personal Auto,Personal L3,Offer2,Call Center,340,Two-Door Car,Large,A
245,ZG17326,Oregon,4988,No,Basic,Bachelor,2/11/11,Employed,M,38928,Suburban,Married,64,14,18,0,8,Personal Auto,Personal L2,Offer2,Agent,326,Four-Door Car,Large,A
246,KP77095,Arizona,15470,No,Premium,Bachelor,2/8/11,Employed,F,68086,Rural,Married,194,34,6,0,3,Corporate Auto,Corporate L2,Offer2,Web,218,SUV,Large,A
247,HE20556,Arizona,5324,No,Basic,Bachelor,1/18/11,Employed,F,31561,Suburban,Divorced,68,8,62,0,7,Personal Auto,Personal L3,Offer3,Web,326,Four-Door Car,Medsize,A
248,CT83377,Washington,3763,No,Extended,High School or Below,2/21/11,Employed,M,93595,Rural,Married,97,15,30,4,1,Special Auto,Special L2,Offer4,Agent,49,Four-Door Car,Medsize,A
249,HN60464,California,6105,No,Extended,Bachelor,2/16/11,Unemployed,M,0,Urban,Married,84,0,57,0,5,Personal Auto,Personal L2,Offer3,Branch,395,Four-Door Car,Medsize,A
250,PD66941,Arizona,4458,Yes,Basic,Bachelor,1/2/11,Retired,M,17622,Suburban,Divorced,65,1,36,1,3,Personal Auto,Personal L3,Offer1,Agent,312,Four-Door Car,Medsize,A
251,CZ84042,Oregon,2660,No,Basic,High School or Below,1/25/11,Employed,F,53333,Rural,Married,66,4,34,0,1,Personal Auto,Personal L1,Offer2,Branch,22,Two-Door Car,Medsize,A
252,SX20211,Oregon,8110,No,Premium,College,1/22/11,Employed,M,52548,Suburban,Married,101,10,1,0,5,Personal Auto,Personal L3,Offer2,Call Center,587,Four-Door Car,Medsize,A
253,PS68884,California,4686,Yes,Basic,College,2/12/11,Employed,M,58089,Suburban,Married,118,31,83,0,1,Corporate Auto,Corporate L3,Offer1,Agent,566,SUV,Medsize,A
254,FO35655,Oregon,8672,No,Extended,Bachelor,1/14/11,Unemployed,M,0,Suburban,Single,245,34,83,0,1,Corporate Auto,Corporate L3,Offer1,Branch,2345,Luxury SUV,Medsize,A
255,GX22886,Arizona,3199,No,Extended,College,1/25/11,Employed,M,78784,Urban,Married,80,33,72,0,1,Personal Auto,Personal L3,Offer2,Agent,239,Four-Door Car,Medsize,A
256,BZ85280,Oregon,7284,No,Basic,College,2/23/11,Medical Leave,M,10334,Urban,Married,64,5,80,0,2,Personal Auto,Personal L1,Offer3,Agent,296,Four-Door Car,Medsize,A
257,DS31990,Oregon,5093,No,Basic,High School or Below,1/12/11,Unemployed,M,0,Rural,Married,71,12,55,0,3,Personal Auto,Personal L3,Offer2,Call Center,150,Two-Door Car,Large,A
258,TB71474,Nevada,3141,No,Extended,College,1/18/11,Employed,F,24019,Rural,Married,79,14,27,0,1,Personal Auto,Personal L3,Offer3,Branch,47,Four-Door Car,Medsize,A
259,UK52289,Arizona,2582,Yes,Basic,Bachelor,2/14/11,Employed,F,76731,Urban,Married,64,2,68,0,1,Special Auto,Special L3,Offer2,Agent,201,Four-Door Car,Medsize,A
260,ME11422,California,5085,No,Basic,College,2/12/11,Unemployed,M,0,Suburban,Married,72,15,18,1,3,Personal Auto,Personal L3,Offer3,Agent,571,Four-Door Car,Small,A
261,SF11920,Arizona,5607,No,Basic,College,2/25/11,Employed,F,39507,Urban,Married,70,32,17,0,5,Corporate Auto,Corporate L1,Offer1,Web,283,Two-Door Car,Medsize,A
262,DK41858,Arizona,5791,No,Basic,College,2/5/11,Employed,F,80480,Urban,Married,72,6,55,0,7,Personal Auto,Personal L3,Offer3,Agent,242,Four-Door Car,Medsize,A
263,XX88364,California,8622,Yes,Basic,Bachelor,2/18/11,Employed,M,97361,Suburban,Single,73,6,85,0,2,Corporate Auto,Corporate L3,Offer1,Agent,350,Four-Door Car,Medsize,A
264,DN30013,Oregon,5568,No,Basic,College,1/16/11,Employed,F,53295,Urban,Married,70,12,97,0,8,Personal Auto,Personal L3,Offer3,Branch,250,Four-Door Car,Small,A
265,SJ87277,Arizona,2685,No,Basic,High School or Below,1/8/11,Employed,M,75329,Rural,Married,67,15,17,0,1,Corporate Auto,Corporate L2,Offer3,Branch,45,Four-Door Car,Large,A
266,QU53781,Oregon,9192,No,Basic,High School or Below,2/8/11,Employed,M,37388,Suburban,Married,117,30,21,0,5,Corporate Auto,Corporate L1,Offer4,Branch,561,SUV,Medsize,A
267,UT18598,California,4914,No,Basic,Bachelor,2/24/11,Disabled,F,14232,Suburban,Married,64,13,1,0,5,Personal Auto,Personal L3,Offer4,Agent,307,Four-Door Car,Small,A
268,GC29421,California,2949,No,Basic,High School or Below,1/8/11,Employed,F,78596,Rural,Divorced,73,11,0,0,1,Personal Auto,Personal L3,Offer3,Call Center,106,Four-Door Car,Medsize,A
